target_clean,month,window_n,rolling_ic,rolling_ic_p_value,rolling_ic_sig_5pct,rolling_rank_ic,rolling_rank_ic_p_value,rolling_rank_ic_sig_5pct,signal_type
中债-新综合全价(5-7年)指数,2021-08,29,-0.2724066210256129,0.07641190023844735,False,-0.04729064039408866,0.40376960363046943,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-09,29,-0.25930010656591534,0.08718148913346763,False,-0.009359605911330046,0.48078365969762754,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-10,29,-0.2737637237483024,0.07535399332280644,False,-0.0251231527093596,0.44853587435833286,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-11,29,-0.27866974102393055,0.07161742038150516,False,-0.031527093596059104,0.43551490061635983,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-12,30,-0.26988627356491307,0.074603412235526,False,-0.05183537263626252,0.39279837519103394,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-03,28,-0.2967646446347807,0.06257396909424731,False,-0.21674876847290642,0.13395885200499294,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-04,28,-0.29688533348467433,0.0624935745448833,False,-0.21018062397372742,0.14152038660924432,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-05,28,-0.28573367636078345,0.07024650882992386,False,-0.16748768472906403,0.19713584830086855,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-06,28,-0.2893214604050959,0.06767996102801949,False,-0.17952928297755882,0.1803253338596684,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-07,29,-0.23853087687782557,0.1063625718622544,False,-0.10935960591133002,0.28613457648572593,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-08,30,-0.2636716418509429,0.07958317867990689,False,-0.14838709677419354,0.2169422919776211,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-09,30,-0.2733109401142394,0.07195731047360143,False,-0.16885428253615126,0.18620087658587026,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-10,31,-0.270585171551006,0.0704741875943715,False,-0.18387096774193548,0.1610490666209569,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2022-12,30,-0.2684453237073681,0.07573749818273293,False,-0.15061179087875418,0.21347280484825165,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-01,31,-0.26757172664412215,0.0728011179395061,False,-0.13266129032258067,0.23840969481757276,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-02,32,-0.26657726910748225,0.07012901726474695,False,-0.11730205278592375,0.2612899979979076,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-03,32,-0.20305779030734117,0.1325047040587592,False,-0.025293255131964804,0.4453535841964298,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-04,33,-0.1732609892387783,0.1674602533264377,False,0.019050802139037436,0.5419026060065155,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-05,33,-0.11412525350852304,0.263565278657776,False,0.08957219251336898,0.6899508967483658,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-06,33,-0.06829881379024909,0.3528415638436579,False,0.17245989304812834,0.8314028051117179,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2023-07,33,-0.06410739126029921,0.3615068273427305,False,0.16844919786096257,0.8256400406491775,False,ic_signal_vs_lag1_actual
