month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
2009-03,,-1.464491801661307,,1.7877157690484706,,0.7183524175522469,1.0991577648263906,-4.373062676839899,-1.1804088669388015,,1.5599236078519978,-1.636854169479866
2009-04,0.0838843808635693,1.6047593621039822,,0.6991582068013192,,1.3212777153124673,0.09971587361244075,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.636854169479866
2009-05,,3.7597989618035124,,0.2959887393023739,,1.3212777153124673,1.3745160350039787,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.636854169479866
2009-06,,3.0489950118617353,,0.9410598873006861,,1.3212777153124673,0.655769146083075,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.636854169479866
2009-07,1.50135922484388,3.2226412790758365,,1.5059003112667086,,1.3212777153124673,0.4103592972448688,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.636854169479866
2009-08,,3.308115266954994,,1.5059003112667086,0.05776105816051585,1.3212777153124673,2.3861208201378004,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.5151485688809805
2009-09,,4.0569676629102736,,1.5059003112667086,0.5178019860714781,1.3212777153124673,0.6984908849235365,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.636854169479866
2009-10,3.391325683484296,4.33106047993309,,1.5059003112667086,0.9363977853418128,1.3212777153124673,0.6126562689643252,-2.1905708907190533,-1.4969127443074197,,1.5599236078519978,-1.4978138139217683
2009-11,,5.762540241390752,,1.5059003112667086,1.9199321331125347,1.3212777153124673,1.5739207173809955,-2.1905708907190533,-1.4810272416005648,,1.5599236078519978,-1.636854169479866
2009-12,,5.398371160859867,,1.5059003112667086,1.9199321331125347,1.3212777153124673,1.1357533898022245,-1.6951586447897822,-0.6597726963289362,,1.5599236078519978,-1.636854169479866
2010-01,4.415057515247855,7.3474089643771645,,1.5059003112667086,,1.3212777153124673,0.5471494171666103,-0.11276080766925853,0.16366024296198084,,1.5599236078519978,-1.7825189466221534
2010-02,,6.482581382430383,,9.12540007752927,,1.2247020683700303,,-0.5996524498601887,0.7343994760154736,,1.5599236078519978,-1.1439282973379636
2010-03,,2.0608693560392624,,2.513420810546572,0.9985654783027534,2.9336321398800496,1.1036871668062702,0.8610224767126023,0.9674876360793045,,1.5599236078519978,-1.4980913015810824
2010-04,4.651303322577906,4.7775844040344975,,1.5059003112667086,1.9199321331125347,1.3212777153124673,-0.054243887813928755,0.49585374506940433,1.080764125082288,,1.5599236078519978,-1.5585225522715251
2010-05,,6.345063810783933,,1.5059003112667086,1.9199321331125347,1.3212777153124673,1.0461295965305495,0.9827453872603346,1.2768195868182204,,1.5599236078519978,-1.4838091999340117
