month,GDP同比,制造业PMI一阶差分_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)
1992-04,6.652101643193025,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-05,,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-06,,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-07,7.0778361483573775,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-08,,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-09,,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-10,7.503570653521732,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-11,,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1992-12,,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1993-01,7.503570653521732,,,0.9236955698663885,,-1.5049252123266965,,2.761620548487739,,,,
1993-02,,,,0.7113383021001555,,,,8.239987444896022,,,,
1993-03,,,,5.95741224499715,,-1.5049252123266965,,8.428896648220444,,,,
1993-04,8.099598960751829,,,0.9236955698663885,,-1.5049252123266965,4.500939305735545,2.761620548487739,,,,
1993-05,,,,0.9236955698663885,,-1.5049252123266965,3.350324223129879,2.761620548487739,,,,
1993-06,,,,0.9236955698663885,,-1.5049252123266965,4.31138581706205,2.761620548487739,,,,
1993-07,6.566954742160155,,,0.9236955698663885,,-1.5049252123266965,4.079827080119709,2.761620548487739,,,,
1993-08,,,,0.9236955698663885,,-1.5049252123266965,3.009270063745143,2.761620548487739,,,,
1993-09,,,,0.9236955698663885,,-1.5049252123266965,1.9843226352478616,2.761620548487739,,,,
1993-10,6.141220236995801,,,0.9236955698663885,,-1.5049252123266965,2.260224641562779,2.761620548487739,,,,
1993-11,,,,0.9236955698663885,,-1.5049252123266965,3.238321461241709,2.761620548487739,,,,
1993-12,,,,0.9236955698663885,,-1.5049252123266965,3.0637941365680703,2.761620548487739,,,,
1994-01,7.16298304939025,,,0.9236955698663885,,-1.5049252123266965,38.598422889733584,2.761620548487739,,,,
1994-02,,,,5.95741224499715,,,,18.441084424414893,,,,
1994-03,,,,-0.6477482116037293,,-1.5049252123266965,-3.750099364194251,20.42463105932134,,,,
1994-04,7.16298304939025,,,0.9236955698663885,,-1.5049252123266965,2.311907910681558,2.761620548487739,,,,
1994-05,,,,0.9236955698663885,,-1.5049252123266965,2.893511688882988,2.761620548487739,,,,
1994-06,,,,0.9236955698663885,,-1.5049252123266965,2.3218440874535795,2.761620548487739,,,,
1994-07,6.481807841127284,,,0.9236955698663885,,-1.5049252123266965,3.034443389161035,2.761620548487739,,,,
1994-08,,,,0.9236955698663885,,-1.5049252123266965,3.2301478794836798,2.761620548487739,,,,
1994-09,,,,0.9236955698663885,,-1.5049252123266965,0.7796158420827877,2.761620548487739,,,,
1994-10,6.226367138028672,,,0.9236955698663885,,-1.5049252123266965,1.8471596138580049,2.761620548487739,,,,
1994-11,,,,0.9236955698663885,,-1.5049252123266965,1.9204581303713286,2.761620548487739,,,,
1994-12,,,,0.9236955698663885,,-1.5049252123266965,1.8165757739403052,2.761620548487739,,,,
1995-01,5.374898127699964,,,0.9236955698663885,,-1.5049252123266965,32.06721934526984,2.761620548487739,,,,
1995-02,,,,1.5267902103224862,,6.2116032861216315,,21.274722474281248,,,,
1995-03,,,,2.6412411515596714,,4.861773228084024,2.1903020274797447,19.668994246023644,,,,
1995-04,5.289751226667094,,,0.9236955698663885,,1.7476590412721797,2.132521550827576,2.761620548487739,,,,
1995-05,,,,0.9236955698663885,,1.7476590412721797,2.0068495307185024,2.761620548487739,,,,
1995-06,,,,0.9236955698663885,,1.7476590412721797,1.189431715347466,2.761620548487739,,,,
1995-07,4.438282216338387,,,0.9236955698663885,,1.7476590412721797,0.46437946123658025,2.761620548487739,,,,
1995-08,,,,0.9236955698663885,,1.7476590412721797,1.8462090313816173,2.761620548487739,,,,
1995-09,,,,0.9236955698663885,,1.7476590412721797,1.7895319228555377,2.761620548487739,,,,
1995-10,4.012547711174033,,,0.9236955698663885,,1.7476590412721797,1.1326253358080582,2.761620548487739,,,,
1995-11,,,,0.9236955698663885,,1.7476590412721797,2.255533238483574,2.761620548487739,,,,
1995-12,,,,0.9236955698663885,,1.7476590412721797,1.6944127966997298,2.761620548487739,,,,
1996-01,4.267988414272646,,,0.9236955698663885,,1.7476590412721797,0.09271467296038058,2.761620548487739,,,,
1996-02,,,,3.021785375396759,,2.792033805759691,,7.012077623287268,,,,
1996-03,,,,1.7442440525151075,,4.816778892816104,0.11680732051391865,7.295441428273904,,,,
1996-04,4.438282216338387,,,0.9236955698663885,,1.7476590412721797,0.23854852990196435,2.761620548487739,,,,
1996-05,,,,0.9236955698663885,,1.7476590412721797,0.9484678224653118,2.761620548487739,,,,
1996-06,,,,0.9236955698663885,,1.7476590412721797,0.5211868169183052,2.761620548487739,,,,
1996-07,3.0759317998124556,,,0.9236955698663885,,1.7476590412721797,0.7045935423911808,2.761620548487739,,,,
1996-08,,,,0.9236955698663885,,1.7476590412721797,2.4522229731856715,2.761620548487739,,,,
1996-09,,,,0.9236955698663885,,1.7476590412721797,-0.10387789083831228,2.761620548487739,,,,
1996-10,2.9907848987795855,,,0.9236955698663885,,1.7476590412721797,0.012402295726668558,2.761620548487739,,,,
1996-11,,,,0.9236955698663885,,1.7476590412721797,1.1544155268476333,2.761620548487739,-0.10610424672627103,,,
1996-12,,,,0.9236955698663885,,1.7476590412721797,1.3502732627334886,2.761620548487739,-0.170280119384261,,,
1997-01,3.8422539091082926,,,0.9236955698663885,,1.7476590412721797,0.008677811116258715,2.761620548487739,-0.08685148492887405,,,
