month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,社零,固投累计同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2013-08,,-0.47763910323620073,-0.6299531525690674,-0.7624290551291977,-0.7562928739911717,-1.0650942405592072,-0.11374328356611374,-0.9525956085655015,0.8045658118684889,1.21247026886405
2013-09,,-0.5680373682543316,-1.0372303865707875,-0.6101165901944027,-0.7058967245890927,-1.016066407178235,-0.1623563557591649,-0.8027597017532768,0.8045658118684889,0.9439671449736248
2013-10,-0.9374131217514146,-0.9523190511865004,0.10314586863402757,-0.65363443731863,-0.728294551845538,-1.060660249576691,0.057103401778395395,-0.7382150034341647,0.8045658118684889,1.147475658814952
2013-11,,-0.019975974001207434,0.8362448898371225,-0.6318755137565161,-0.7218556117023228,-1.0662289239592166,0.12669923257384272,-0.7774028559850542,1.8647627835617626,1.5478181464375185
2013-12,,-0.29549232278105947,0.2660567622347179,-0.6971522844428569,-0.5937437321486481,-1.1156043007380843,0.04177332598914481,-0.7566563458110538,1.8647627835617626,1.7764592051881842
2014-01,-1.0242106330246938,-0.5009680239842391,-1.0372303865707875,-0.7624290551291977,-0.6324722370995389,-1.0548551980597525,-0.19306172880017133,-0.7428253390283869,1.8647627835617626,2.1814381699786196
2014-02,,-0.5718442426284346,-1.8517848545742277,-1.0235361378745598,,,-0.19875963307582198,-0.8073700373474991,1.8647627835617626,1.9368393976579623
2014-03,,-0.6672984083115835,0.021690421833682395,-0.9582593671882191,-1.1995486957663637,-1.3601149153270402,-0.4406944574784489,-0.8903560780435005,1.8647627835617626,0.199834660522453
2014-04,-1.0676093886613336,-1.60552175306539,-0.7928640461697577,-0.9582593671882191,-1.0667389675284087,-1.8654406193612763,-0.2445689745935531,-0.959949093838286,1.8647627835617626,0.7574416685102687
2014-05,,-1.033077173793137,-0.30413136536769253,-0.980018290750333,-1.1637973901346315,-1.7717581978079162,-0.5083909868486793,-0.8913242485182872,1.8647627835617626,0.5439148629729734
2014-06,,-0.0036060595496690308,0.5104231026357476,-0.9582593671882191,-0.9792474448264263,-1.8681760254182551,-0.20273912177627637,-0.7627419887954272,1.8647627835617626,0.396523146246089
2014-07,-1.0242106330246938,-0.2568932882179287,-0.22267591856734734,-0.8712236729397653,-1.0068404385806842,-1.843176950687924,-0.2665918268335678,-0.6850117306768392,1.8647627835617626,0.8278477097681509
2014-08,,0.016504619368584824,-0.46704225896837703,-0.9147415200639922,-1.0726991155056094,-1.7919023264530847,-0.2896095512486962,-0.6295954968342872,1.8647627835617626,0.8579586010700005
2014-09,,-0.5327413880682752,-0.14122047176700217,-1.3716789148683763,-1.1750328759463158,-1.9069924479513753,-0.42269631540139374,-0.7068186180375107,1.8647627835617626,0.5562403224808627
2014-10,-1.1978056555712522,-0.9523190511865004,-1.0372303865707875,-1.1323307556851276,-1.2816355205089558,-2.0219225567266563,-0.5870311101451594,-0.8441605153893931,1.8647627835617626,0.27957046985816125
2014-11,,-0.23175185511754373,-0.9557749397704423,-1.197607526371468,-1.2817851119185828,-2.0509366532347912,-0.5989695762465226,-0.9463255521573593,1.8647627835617626,0.34530237439893213
2014-12,,-0.6837481048276756,-0.9557749397704423,-1.3064021441820357,-1.2327028972607637,-2.07686660788805,-0.6721379025798778,-1.0500581030273608,1.8647627835617626,0.8395104369069835
2015-01,-1.1544068999346124,-0.8186318456587424,-0.3855868121680377,-1.154089679247241,-1.178941148757089,-1.946015693054149,-0.6421560729389542,-1.193531746719559,1.8647627835617626,1.5841444719378532
2015-02,,-0.8189161039308274,-0.7114085993694126,-0.7841879786913111,,,-0.9776088818022599,-1.4252011103292292,0.5395165689451711,1.441899244867304
