month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2021-07,-0.1282994083715226,0.014789191110435881,-1.0029926001475336,-0.3866653310065604,0.5836655617165418,-0.624743502888971,-2.841455793013334,-0.7351168166941942,1.6023338439917807,-1.786463399126848,-0.6448625158006209
2021-08,,-0.16526782626524641,-0.8102920870627665,-0.8117208322297076,1.0611981629010974,-1.1781965677292212,-4.095939254425774,-0.7834600263421755,1.6420949838546706,-1.786463399126848,-0.7781905368407274
2021-09,,-0.49099546182767556,-1.2920433697746776,-0.991138996430215,-0.4675580825293228,-1.1781965677292212,-1.7310479660971272,-0.8801464456381382,1.7414978335118962,-1.786463399126848,-0.7187597438292749
2021-10,-1.7359064530267345,-0.9521714846285092,-0.9066423436051501,-0.991138996430215,0.07516668263947246,-1.1781965677292212,-1.8009643204740897,-0.9284896552861196,1.8469244958583497,-1.786463399126848,-0.6753402499732492
2021-11,,-0.6565482763869414,-1.2920433697746776,-0.991138996430215,-0.1725635405006382,-1.1781965677292212,-2.605604253139887,-0.5417439781022688,1.8469244958583497,-1.786463399126848,-0.7652570840091474
2021-12,,-0.30185780808510354,-1.2920433697746776,-0.991138996430215,-0.6631345744820418,-1.1781965677292212,-0.7867966125061625,-0.15499830091841812,1.8469244958583497,-1.786463399126848,-0.6728009820673149
2022-01,-2.3542168548172007,-0.374615670242679,-1.2920433697746776,-0.991138996430215,-1.520074031041847,-1.1781965677292212,14.516618649402455,-0.5417439781022688,1.8469244958583497,-2.021925070628374,-0.5429846563460409
2022-02,,-0.48490252091472935,-2.929997730995178,-1.380409969859072,-1.37535896600986,,,-0.8318032359901569,1.6619755537861156,-2.021925070628374,-0.7578723978923851
2022-03,,-0.39264272403713596,-2.737297217910411,0.6191289601653618,1.5925142993726509,-2.0438539255562795,12.174679834382369,-0.8318032359901569,1.6023338439917807,-1.786463399126848,-0.7676689251086113
2022-04,-2.168723734280061,-1.421994485314706,-1.2920433697746776,-0.991138996430215,-0.5979424104978021,-1.1781965677292212,-0.8011934914018815,-0.5417439781022688,1.502930994334555,-1.786463399126848,-0.7813387285299742
2022-05,,-1.7093885417954124,-1.2920433697746776,-0.991138996430215,-1.380248378308678,-1.1781965677292212,-2.1606321229555983,-0.2516847202143807,1.4432892845402194,-1.786463399126848,-1.188562475885307
2022-06,,-0.3431073604600875,-1.2920433697746776,-0.991138996430215,-1.380248378308678,-1.1781965677292212,-1.6460971990831907,-0.2516847202143807,1.1252001656370978,-1.786463399126848,-1.2791914910271263
2022-07,-4.641965341441926,-0.2765520452630164,0.9240125307001106,-0.991138996430215,-0.402365918545083,-1.1781965677292212,-0.46686770344520495,-0.05831188162245536,1.0655584558427624,-1.786463399126848,-1.1574588887756587
2022-08,,-0.747950299012145,-0.5212413174356226,-0.991138996430215,-0.14159726260812444,-1.1781965677292212,-2.4649095611864538,0.03837453767350741,0.6878276271453055,-1.786463399126848,-1.435474918742963
2022-09,,-0.7823366982011308,-1.2920433697746776,-0.991138996430215,0.5755165412185118,-1.1781965677292212,-1.1078196690268662,-0.05831188162245536,0.3100967984478485,-1.786463399126848,-1.3615902035670484
2022-10,-2.663372055712434,-0.7440706015046156,-1.2920433697746776,-0.834092174399347,-1.0233212804949658,-1.1781965677292212,-0.29995661352744324,0.08671774732148858,0.03176881940761712,-1.786463399126848,-1.1666641423910062
2022-11,,-0.6565482763869414,-1.2920433697746776,-0.991138996430215,-0.8032977270481569,-1.1781965677292212,-1.4577564454203298,-0.2516847202143807,-0.40560371908417514,-1.786463399126848,-1.0953787357841704
2022-12,,-1.1758815172054573,-1.2920433697746776,-0.991138996430215,-1.0982922690768415,-1.1781965677292212,-0.9369280823440177,-0.4934007684542874,-0.40560371908417514,-1.786463399126848,-1.045884304498131
2023-01,-3.2816824575029004,-1.7480814988603788,-1.2920433697746776,-0.991138996430215,-1.520074031041847,-1.1781965677292212,-0.8490201024770577,-0.39671434915832476,-0.2863202994955045,-2.1788995182960584,-0.6084878631869549
2023-02,,-0.48490252091472935,0.6349617610729668,-4.434348511333717,-1.950679813170775,,,-0.2516847202143807,-0.30620086942694963,-2.1788995182960584,-0.8371891632575622
2023-03,,0.6062415149575529,2.1765658657510834,1.956691597993566,0.6244106642066917,-2.8848082500998697,0.307144081102178,-0.7834600263421755,-0.4254842890156203,-1.786463399126848,-0.681023916656886
2023-04,-2.2305547744591077,-0.42311024632001715,3.342403969913909,-0.991138996430215,-0.2035298183931521,-1.018940842518779,-1.8510382238384595,-0.9284896552861196,-0.6441705582615165,-1.786463399126848,-0.4958942700363322
2023-05,,-0.9602253625493936,1.6948145830391725,-0.9906915695868223,0.1892529696118919,1.030885323556222,-3.8012493356524977,-1.2185489131740075,-0.8628568275074125,-1.786463399126848,-0.8444835255045496
2023-06,,-0.6760687734583221,0.44226124798819955,-0.991138996430215,0.037681188348534726,-0.4670645670370479,-3.5241177852786465,-1.1702057035260263,-1.0616625268218636,-1.786463399126848,-1.0048508749644969
