month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,社零,固投累计同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2012-01,,50.5,,2.8,13.1,,4.5,0.73,3.7561,4.887661290322579
2012-02,,51.22158406468498,56.0,21.3,16.4,21.5,3.2,0.03,3.7561,4.082503225806451
2012-03,8.1,50.90744389945173,57.4,11.9,15.2,19.01795300284124,3.6,-0.32,3.7561,3.5581068965517244
2012-04,,52.23833917096583,55.0,9.3,14.078876,19.09904022754681,3.4,-0.7,3.7561,3.582383870967742
2012-05,,51.56024048683549,54.3,9.6,13.793596,18.63338150568557,3.0,-1.4,3.3,3.5283666666666673
2012-06,7.7,50.64678668479465,56.4,9.5,13.7,18.88708764896513,2.2,-2.08,3.3,2.5445387096774197
2012-07,,50.68063703474447,54.4,9.2,13.1,19.37082391839405,1.8,-2.87,3.35,3.7784199999999997
2012-08,,49.038114850516706,55.1,8.9,13.2,19.198031767018833,2.0,-3.48,3.35,3.416451612903226
2012-09,7.5,48.53961163592275,52.6,9.2,14.2,19.446392264269512,1.9,-3.55,3.35,3.4070451612903225
2012-10,,50.97885273273793,54.4,9.6,14.5,19.63331732612307,1.7,-2.76,3.35,3.4209766666666668
2012-11,,50.70221120040341,54.2,10.1,14.9,19.639955300897213,2.0,-2.2,3.35,3.2396838709677414
2012-12,8.1,50.51282393360137,54.7,10.3,15.2,20.02708036275078,2.5,-1.94,3.35,3.0586100000000003
2013-01,,50.4,54.9,17.7,,,2.0305,-1.64,3.35,3.473622580645161
