month,中债-新综合财富(3-5年)指数,中债-新综合净价(3-5年)指数,中债-新综合全价(3-5年)指数,中债-综合财富(3-5年)指数,中债-综合净价(3-5年)指数,中债-综合全价(3-5年)指数,中债-新综合财富(5-7年)指数,中债-新综合净价(5-7年)指数,中债-新综合全价(5-7年)指数,中债-综合财富(5-7年)指数,中债-综合净价(5-7年)指数,中债-综合全价(5-7年)指数
2005-07,0.00708350429313942,0.0070736647881111114,0.007367656764393438,0.007363549893661503,0.00954711187871804,0.009554632145330588,0.009151975206451057,0.009153332182745944,0.006725354952020757,0.006725924937343031,0.008961715196381226,0.008961116244865508
2005-08,0.0012272334253757844,0.0012307398180178009,0.0016229239454612632,0.001633813575505405,0.004134391484104105,0.0041503191233935866,0.004601383912995249,0.004692652221069515,0.0017651017790702994,0.0017643113921879117,0.0011879926379001482,0.001189190640686233
2005-09,0.0052760079433618046,0.005264989905620077,0.0019208483329367088,0.001921943666637116,0.007752712485320057,0.007774099181950378,0.007095908797725814,0.007092950040167523,0.004533203841083466,0.00453437072470142,0.002847607472980851,0.00284683600806912
2005-10,0.0018289442300669645,0.0018510017768034182,0.001402780755655586,0.001431965309919514,0.004501394075483667,0.004493245357269471,0.008171252300163356,0.008173564495098207,0.005449464323675102,0.005448649025636243,0.003694914379486658,0.003694583633414794
2005-11,-0.010731358426185889,-0.01062927395265012,-0.009988132911392444,-0.009958561176486413,-0.008117453737613078,-0.008016189848293664,-0.01245673791212032,-0.012460331716663609,-0.015325248815657666,-0.0153257590865431,-0.016938226133127232,-0.016938426312754218
2005-12,0.003155569580309381,0.0031789250741831587,0.0013276657812328896,0.0013599692140966457,0.005590634617768098,0.005632692292596442,0.014806750892216058,0.014818497656567509,0.012227273752295487,0.01222796974414031,0.013438837018503902,0.0134394055412983
2006-01,0.0076620304928307625,0.007654990170093079,0.00890845732017942,0.00890571940788587,0.009676486952627128,0.009671468430908048,0.010311703621072699,0.010311442961870476,0.008084044618192232,0.008083465673543122,0.010311061834829882,0.010311494044264569
2006-02,-0.00044356149253999,-0.0003574284896177282,0.0006527791110684245,0.0009652250336773527,0.002385621280257766,0.0023992165823405465,0.001288719806742833,0.001624578015226863,-0.0018429017535430692,-0.0014142657707412187,0.0012894461247081601,0.0016243021315418549
2006-03,-0.001744395203852167,-0.0017393829487134527,0.00030219305819367825,0.00031056793673611693,0.0007761617984312075,0.0007841134333628208,0.0007407789510536222,0.0007405439371128697,-0.0020195758313182877,-0.002019263175380148,-0.0009051347025621492,-0.0009052268117043516
2006-04,-0.0025790879038301018,-0.0025874002020447318,-0.005514556030286832,-0.005510869377734484,-0.0003059390744185597,-0.00030569308414352125,-0.0017339648390461981,-0.0017016535285079293,-0.0042431327611518466,-0.004242971195902112,-0.003987902951256284,-0.003987929451156447
2006-05,-0.003703439006910614,-0.0037150861265092816,-0.003161209128738851,-0.0031662431840497884,-0.0010938311693877711,-0.0010963775855881153,0.0025250494555864034,0.0025243272541228823,-0.0007284457080308782,-0.0007285333869265775,-0.0020850126895239907,-0.0020858964374711464
2006-06,-0.0014546019720815817,-0.0014577215930985377,-0.0011667200365300667,-0.0011647722604410937,0.0009723101849705706,0.000980962972935151,-0.008056767194721814,-0.00804403333490522,-0.010779549488504458,-0.010779325508943005,-0.009543925749380455,-0.009542557964457132
2006-07,-0.004091789382100863,-0.00409236540515312,-0.0029938176841546316,-0.0029874232095783437,-0.001548355236930088,-0.0015505270507004676,-0.0030396559766565634,-0.0030214481217613054,-0.005769929923965966,-0.005769978906294271,-0.0037089194662076608,-0.003709266448173376
2006-08,0.0035195110955268394,0.0035164342235558532,0.00298629258672789,0.002990550791316604,0.0059651740994493,0.0059818023482778315,0.00784984712691661,0.00785198317711977,0.005318483108690986,0.005318777644617079,0.003585812178262815,0.003585327322467524
