train_window,forecast_year,calendar_year,month,information_date,target_quarter_end,months_before_quarter_end,latest_released_monthly_period,latest_released_gdp_quarter_end,bridge_gdp_raw,actual_gdp_raw,bridge_nowcast_error_raw,bridge_abs_error_raw,bridge_squared_error_raw,model_loading_gdp_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
200601_201512,2016,2016,2016-09,2016-09-30,2016-09,0,2016-09,2016-07,6.491213943975998,6.7,-0.2087860560240022,0.2087860560240022,0.0435916171900578,6.052248486010591,70.14810396700669,33.91780307963829,-8.171226174721387
200601_201512,2016,2016,2016-10,2016-10-31,2016-12,2,2016-10,2016-10,6.345425715532431,6.8,-0.4545742844675686,0.4545742844675686,0.206637780099202,5.907400698468843,52.19870206878221,30.965681818611404,-3.522528864507261
200601_201512,2016,2016,2016-11,2016-11-30,2016-12,1,2016-11,2016-10,6.636891150138763,6.8,-0.1631088498612367,0.1631088498612367,0.0266044969030554,6.213435384991281,71.75957156240588,33.381061701732435,-4.337745550092328
200601_201512,2016,2016,2016-12,2016-12-31,2016-12,0,2016-12,2016-10,6.528598227741595,6.8,-0.2714017722584048,0.2714017722584048,0.073658921985003,6.094924277437507,69.26027603534133,33.50210961650879,-2.209538760119764
200701_201612,2017,2017,2017-01,2017-01-31,2017-03,2,2017-01,2017-01,7.183721426290576,7.0,0.1837214262905764,0.1837214262905764,0.0337535624782437,7.07079066193429,0.8360490973211656,15.126897726185856,9.429726211562372
200701_201612,2017,2017,2017-02,2017-02-28,2017-03,1,2017-02,2017-01,7.015737548169952,7.0,0.0157375481699517,0.0157375481699517,0.0002476704224015,6.892910618227472,0.887382838676412,16.486885962802766,9.859770127211512
200701_201612,2017,2017,2017-03,2017-03-31,2017-03,0,2017-03,2017-01,7.318748972442761,7.0,0.3187489724427612,0.3187489724427612,0.1016009074333161,7.170678663983878,3.6082859854690823,15.891740202432976,9.65799477059935
200701_201612,2017,2017,2017-04,2017-04-30,2017-06,2,2017-04,2017-04,7.421064866100833,7.0,0.4210648661008331,0.4210648661008331,0.1772956214645125,7.2772732128446815,3.6912014501392334,15.13880139193126,8.22887776958442
200701_201612,2017,2017,2017-05,2017-05-31,2017-06,1,2017-05,2017-04,6.765583331083651,7.0,-0.2344166689163493,0.2344166689163493,0.0549511746658373,6.700419547877276,-3.762971085351828,15.390572101219323,7.118002694831819
200701_201612,2017,2017,2017-06,2017-06-30,2017-06,0,2017-06,2017-04,7.144678545781279,7.0,0.1446785457812787,0.1446785457812787,0.0209318816093855,7.021493039267143,1.3673182432355755,15.785954494111214,6.865397805743736
200701_201612,2017,2017,2017-07,2017-07-31,2017-09,2,2017-07,2017-07,7.573509491099722,6.9,0.6735094910997219,0.6735094910997219,0.4536150346014064,7.422661340584222,4.691641568086377,14.596067223921445,4.734176162229495
200701_201612,2017,2017,2017-08,2017-08-31,2017-09,1,2017-08,2017-07,7.166985722067559,6.9,0.2669857220675586,0.2669857220675586,0.0712813757879356,7.0523664386960485,0.887033784356007,15.292681645878083,6.117294145064965
200701_201612,2017,2017,2017-09,2017-09-30,2017-09,0,2017-09,2017-07,6.906878674467897,6.9,0.006878674467897,0.006878674467897,4.731616243529846e-05,6.803966948468375,-0.7982475872632688,16.233052716950862,7.789648148700956
200701_201612,2017,2017,2017-10,2017-10-31,2017-12,2,2017-10,2017-10,7.555581567173791,6.8,0.7555815671737909,0.7555815671737909,0.5709035046528018,7.361022255641766,7.481945305422952,16.58029237125832,7.964760921923224
200701_201612,2017,2017,2017-11,2017-11-30,2017-12,1,2017-11,2017-10,7.144241908014505,6.8,0.3442419080145056,0.3442419080145056,0.1185024912334673,6.981397956462436,3.9549607110452025,17.498264759557706,8.014803073412766
200701_201612,2017,2017,2017-12,2017-12-31,2017-12,0,2017-12,2017-10,7.059398684128015,6.8,0.2593986841280147,0.2593986841280147,0.0672876773273455,6.899494522854567,3.4626364823054927,17.842900857376883,7.167392763710496
200801_201712,2018,2018,2018-01,2018-01-31,2018-03,2,2018-01,2018-01,6.475056602275653,6.9,-0.4249433977243475,0.4249433977243475,0.180576891269513,6.346633659108984,12.513344497899624,26.697505242548797,-3.022177337087187
200801_201712,2018,2018,2018-02,2018-02-28,2018-03,1,2018-02,2018-01,7.070654195063196,6.9,0.1706541950631956,0.1706541950631956,0.0291228542926672,6.95468521768543,26.086120959562948,24.53901141608342,-4.408238430301078
