month,ic_signal_vs_lag1_actual,中债-新综合财富(3-5年)指数__next_1m,position,bond_ret_next_1m,strategy_ret,is_trade,signal_value,strategy_ret_abs,positive_rank,negative_rank,abs_rank,extreme_side,scheme_choice,scheme_label,signal_name,signal_col,signal_label,trade_side,trade_side_label,threshold,target_clean,duration_bucket,index_type,series_family,中债-新综合净价(3-5年)指数__next_1m,中债-新综合全价(3-5年)指数__next_1m,中债-综合财富(3-5年)指数__next_1m,中债-综合净价(3-5年)指数__next_1m,中债-综合全价(3-5年)指数__next_1m,中债-新综合财富(5-7年)指数__next_1m,中债-新综合净价(5-7年)指数__next_1m,中债-新综合全价(5-7年)指数__next_1m,中债-综合财富(5-7年)指数__next_1m,中债-综合净价(5-7年)指数__next_1m,中债-综合全价(5-7年)指数__next_1m,actual_signal_vs_lag1_actual
2021-02,,,-1.0,0.0023377993611701,-0.0023377993611701,True,12.399999999999999,0.0023377993611701,17.0,5.0,11.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,0.0023377993611701,,,,,,,,,,12.399999999999999
2020-12,,,-1.0,0.0028499081565493,-0.0028499081565493,True,1.5999999999999996,0.0028499081565493,18.0,4.0,10.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,0.0028499081565493,,,,,,,,,,1.5999999999999996
2022-07,,,-1.0,0.0047239044802243,-0.0047239044802243,True,3.2,0.0047239044802243,19.0,3.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,0.0047239044802243,,,,,,,,,,3.2
2023-04,,,-1.0,0.0058950519201304,-0.0058950519201304,True,1.7999999999999998,0.0058950519201304,20.0,2.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,0.0058950519201304,,,,,,,,,,1.7999999999999998
2020-11,,,-1.0,0.0076294104546468,-0.0076294104546468,True,1.5999999999999996,0.0076294104546468,21.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,0.0076294104546468,,,,,,,,,,1.5999999999999996
2020-05,,,-1.0,-0.0203479807203889,0.0203479807203889,True,10.0,0.0203479807203889,1.0,21.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,-0.0203479807203889,,,,,,,,,,10.0
2020-08,,,-1.0,-0.0073806957267853,0.0073806957267853,True,1.7000000000000002,0.0073806957267853,2.0,20.0,3.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,-0.0073806957267853,,,,,,,,,,1.7000000000000002
2020-04,,,-1.0,-0.0070336404785704,0.0070336404785704,True,10.0,0.0070336404785704,3.0,19.0,4.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,,-0.0070336404785704,,,,,,,,,,10.0
2020-10,,,-1.0,0.0045213286950258,-0.0045213286950258,True,1.5999999999999996,0.0045213286950258,17.0,5.0,11.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,0.0045213286950258,,,,1.5999999999999996
2021-03,,,-1.0,0.0046105018115656,-0.0046105018115656,True,12.399999999999999,0.0046105018115656,18.0,4.0,10.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,0.0046105018115656,,,,12.399999999999999
2023-04,,,-1.0,0.006892950391645,-0.006892950391645,True,1.7999999999999998,0.006892950391645,19.0,3.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,0.006892950391645,,,,1.7999999999999998
2020-11,,,-1.0,0.0081201198525235,-0.0081201198525235,True,1.5999999999999996,0.0081201198525235,20.0,2.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,0.0081201198525235,,,,1.5999999999999996
2022-07,,,-1.0,0.0085087189660872,-0.0085087189660872,True,3.2,0.0085087189660872,21.0,1.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,0.0085087189660872,,,,3.2
2020-05,,,-1.0,-0.0188296543814435,0.0188296543814435,True,10.0,0.0188296543814435,1.0,21.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,-0.0188296543814435,,,,10.0
2020-04,,,-1.0,-0.0121600250055721,0.0121600250055721,True,10.0,0.0121600250055721,2.0,20.0,2.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,-0.0121600250055721,,,,10.0
2020-08,,,-1.0,-0.0076290858437767,0.0076290858437767,True,1.7000000000000002,0.0076290858437767,3.0,19.0,5.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,-0.0076290858437767,,,,1.7000000000000002
2021-03,,,-1.0,0.0023852500641061,-0.0023852500641061,True,12.399999999999999,0.0023852500641061,17.0,5.0,12.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0023852500641061,,,,,,,,,,,12.399999999999999
2023-05,,,-1.0,0.0029099728389347,-0.0029099728389347,True,1.7999999999999998,0.0029099728389347,18.0,4.0,11.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0029099728389347,,,,,,,,,,,1.7999999999999998
2022-07,,,-1.0,0.0048624273181805,-0.0048624273181805,True,3.2,0.0048624273181805,19.0,3.0,8.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0048624273181805,,,,,,,,,,,3.2
2023-04,,,-1.0,0.0055653096690921,-0.0055653096690921,True,1.7999999999999998,0.0055653096690921,20.0,2.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0055653096690921,,,,,,,,,,,1.7999999999999998
2020-11,,,-1.0,0.0056942928871308,-0.0056942928871308,True,1.5999999999999996,0.0056942928871308,21.0,1.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0056942928871308,,,,,,,,,,,1.5999999999999996
2020-05,,,-1.0,-0.0202272961200024,0.0202272961200024,True,10.0,0.0202272961200024,1.0,21.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0202272961200024,,,,,,,,,,,10.0
2020-04,,,-1.0,-0.0084358442041334,0.0084358442041334,True,10.0,0.0084358442041334,2.0,20.0,2.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0084358442041334,,,,,,,,,,,10.0
2020-08,,,-1.0,-0.0061335270131294,0.0061335270131294,True,1.7000000000000002,0.0061335270131294,3.0,19.0,3.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0061335270131294,,,,,,,,,,,1.7000000000000002
2021-03,,,-1.0,0.0083447861250083,-0.0083447861250083,True,12.399999999999999,0.0083447861250083,17.0,5.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0083447861250083,,,,,12.399999999999999
2020-10,,,-1.0,0.0084109968843075,-0.0084109968843075,True,1.5999999999999996,0.0084109968843075,18.0,4.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0084109968843075,,,,,1.5999999999999996
2023-04,,,-1.0,0.0104538040027739,-0.0104538040027739,True,1.7999999999999998,0.0104538040027739,19.0,3.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0104538040027739,,,,,1.7999999999999998
2020-11,,,-1.0,0.0119581764829825,-0.0119581764829825,True,1.5999999999999996,0.0119581764829825,20.0,2.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0119581764829825,,,,,1.5999999999999996
2022-07,,,-1.0,0.0123759633640494,-0.0123759633640494,True,3.2,0.0123759633640494,21.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0123759633640494,,,,,3.2
2020-05,,,-1.0,-0.0147261539177159,0.0147261539177159,True,10.0,0.0147261539177159,1.0,21.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0147261539177159,,,,,10.0
2020-04,,,-1.0,-0.0083786112821626,0.0083786112821626,True,10.0,0.0083786112821626,2.0,20.0,6.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0083786112821626,,,,,10.0
2020-08,,,-1.0,-0.0036047846069356,0.0036047846069356,True,1.7000000000000002,0.0036047846069356,3.0,19.0,17.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0036047846069356,,,,,1.7000000000000002
2021-03,,0.0023858255076651,-1.0,0.0023858255076651,-0.0023858255076651,True,12.399999999999999,0.0023858255076651,17.0,5.0,12.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,12.399999999999999
2023-05,,0.0029102385329793,-1.0,0.0029102385329793,-0.0029102385329793,True,1.7999999999999998,0.0029102385329793,18.0,4.0,11.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7999999999999998
2022-07,,0.0048621790729996,-1.0,0.0048621790729996,-0.0048621790729996,True,3.2,0.0048621790729996,19.0,3.0,8.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,3.2
2023-04,,0.0055664880565868,-1.0,0.0055664880565868,-0.0055664880565868,True,1.7999999999999998,0.0055664880565868,20.0,2.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7999999999999998
2020-11,,0.0056943845754087,-1.0,0.0056943845754087,-0.0056943845754087,True,1.5999999999999996,0.0056943845754087,21.0,1.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.5999999999999996
2020-05,,-0.0202285790682645,-1.0,-0.0202285790682645,0.0202285790682645,True,10.0,0.0202285790682645,1.0,21.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,10.0
2020-04,,-0.0084359080629002,-1.0,-0.0084359080629002,0.0084359080629002,True,10.0,0.0084359080629002,2.0,20.0,2.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,10.0
2020-08,,-0.0061344916935829,-1.0,-0.0061344916935829,0.0061344916935829,True,1.7000000000000002,0.0061344916935829,3.0,19.0,3.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2021-03,,,-1.0,0.0083353529485559,-0.0083353529485559,True,12.399999999999999,0.0083353529485559,17.0,5.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0083353529485559,,,,,,12.399999999999999
2020-10,,,-1.0,0.0084034113974102,-0.0084034113974102,True,1.5999999999999996,0.0084034113974102,18.0,4.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0084034113974102,,,,,,1.5999999999999996
2023-04,,,-1.0,0.0104399443333411,-0.0104399443333411,True,1.7999999999999998,0.0104399443333411,19.0,3.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0104399443333411,,,,,,1.7999999999999998
2020-11,,,-1.0,0.0119379453379304,-0.0119379453379304,True,1.5999999999999996,0.0119379453379304,20.0,2.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0119379453379304,,,,,,1.5999999999999996
2022-07,,,-1.0,0.012360044173411,-0.012360044173411,True,3.2,0.012360044173411,21.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.012360044173411,,,,,,3.2
2020-05,,,-1.0,-0.0147201232649074,0.0147201232649074,True,10.0,0.0147201232649074,1.0,21.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0147201232649074,,,,,,10.0
2020-04,,,-1.0,-0.0083879238527512,0.0083879238527512,True,10.0,0.0083879238527512,2.0,20.0,6.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0083879238527512,,,,,,10.0
2020-08,,,-1.0,-0.0036017641107159,0.0036017641107159,True,1.7000000000000002,0.0036017641107159,3.0,19.0,17.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0036017641107159,,,,,,1.7000000000000002
2021-03,,,-1.0,0.0062539236916914,-0.0062539236916914,True,12.399999999999999,0.0062539236916914,17.0,5.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,0.0062539236916914,,,,,,,12.399999999999999
